chr3L,17804916,17806365,CG32187,-
chr3L,17833277,17833625,CG32188,-
chr3L,17834745,17835174,CG32189,-
chr3L,17806451,17809146,CG32191,-
chr3L,18040317,18041738,CG32192,+
chr3L,18112959,18119150,CG32195,+
chr3L,18459464,18461024,CG32196,-
chr3L,18526976,18527445,CG32198,+
chr3L,18611900,18614004,CG32199,+
chr3L,18609620,18611862,CG32201,+
chr3L,18682184,18682860,CG32202,+
chr3L,18922419,18946038,CG32204,-
chr3L,19340321,19412912,CG32206,-
chr3L,19487560,19488348,CG32212,+
chr3L,19475839,19476423,CG32213,+
chr3L,19467346,19468160,CG32214,+
chr3L,19950023,19951135,CG32219,-
chr3L,9598988,9600341,CG3222,+
chr3L,19834670,19836413,CG32221,+
chr3L,20304310,20306283,CG32225,-
chr3L,20265814,20268800,CG32228,+
chr3R,8009400,8011018,CG3223,+
chr3L,4993950,4996877,CG32232,-
chr3L,4859810,4860470,CG32235,-
chr3L,4665927,4667389,CG32236,-
chr3L,4849438,4852461,CG32237,-
chrX,6660552,6661462,CG3224,-
chr3L,4380864,4381629,CG32240,-
chr3L,4465105,4466630,CG32241,-
chr3L,4539302,4541244,CG32243,-
chr3L,4621219,4622985,CG32246,+
chr3L,4471749,4472438,CG32248,+
chr3L,4470001,4471012,CG32249,+
chr2L,4815613,4818245,CG3225,-
chr3L,4069369,4070281,CG32259,+
chrX,6653113,6654248,CG3226,-
chr3L,4142364,4145966,CG32260,+
chr3L,3809146,3810196,CG32262,-
chr3L,3810312,3811114,CG32263,-
chr3L,3714826,3806459,CG32264,-
chr3L,3790804,3791560,CG32266,+
chr3L,3471555,3472113,CG32267,-
chr3L,3206949,3208985,CG32269,-
chr3L,3206949,3208985,CG32270,-
chr3L,3202238,3203162,CG32271,-
chr3L,3197863,3199047,CG32276,-
chr3L,3204600,3205449,CG32277,-
chr3L,3169286,3171767,CG32278,+
chr3L,3165181,3169080,CG32280,+
chr3L,3169375,3170913,CG32281,+
chr3L,3186664,3187245,CG32284,+
chr3L,2525799,2526973,CG32295,-
chr3L,2389583,2390989,CG32298,-
chr3L,2389583,2390989,CG32299,-
chr3L,2244478,2248614,CG32301,+
chr3L,2268825,2269903,CG32302,+
chr3L,2248635,2252729,CG32305,+
chr3L,1544828,1545743,CG32313,-
chr3L,1246073,1246923,CG32318,-
chr3L,1398586,1401612,CG32320,+
chr3L,1275956,1295699,CG32333,+
chr3L,1201871,1203036,CG32335,-
chr3L,321233,324720,CG32344,-
chr3L,8415857,8422205,CG32354,-
chr3L,7869042,7894814,CG32365,+
chr3L,7915437,7915846,CG32368,+
chr3L,7777105,7809825,CG32369,-
chr3L,7767269,7768352,CG32371,-
chr3L,7650548,7759123,CG32373,+
chr3L,7540269,7541168,CG32374,-
chr3L,7541582,7542457,CG32376,-
chr3L,7396355,7398208,CG32379,+
chr3L,6983473,6984586,CG32388,-
chr3L,7068211,7069199,CG32391,-
chr3L,6666638,6667816,CG32395,-
chr3L,6530729,6532429,CG32396,+
chr3L,5922055,5923567,CG32407,+
chr3L,5899528,5900936,CG32409,+
chr3L,5902887,5904055,CG32413,-
chr3L,20497323,20514107,CG32425,+
chr3L,20469674,20473723,CG32428,-
chr3L,20844332,20885188,CG32432,-
chr3L,21344033,21355049,CG32436,+
chr3L,21357683,21359867,CG32437,+
chr3L,21360179,21361229,CG32440,+
chr3L,21574131,21575874,CG32441,+
chr3L,21636947,21639060,CG32444,+
chr3L,21639359,21640710,CG32445,+
chr3L,21690612,21706365,CG32447,-
chr3L,21827774,21828480,CG32448,-
chr3L,22329778,22330657,CG32450,+
chr3L,22717728,22719943,CG32452,+
chr3L,22697230,22697970,CG32453,+
chr3L,22729766,22731600,CG32454,+
chr3L,22987642,22988262,CG32457,+
chr3L,22854583,22856059,CG32459,-
chr2L,3460322,3461952,CG3246,-
chr3L,22954421,22955302,CG32461,-
chr3L,22852270,22853512,CG32462,-
chr3R,13302648,13312785,CG32473,+
chr3L,688523,690081,CG32483,-
chr3L,3050323,3051765,CG32485,+
chr3L,3055908,3070839,CG32486,-
chr3L,3016150,3017256,CG32487,-
chr3L,3014761,3016069,CG32488,-
chrX,21621541,21623750,CG32500,-
chrX,20780150,20781220,CG32507,-
chr2L,4688965,4690702,CG3251,-
chrX,21062277,21067540,CG32512,-
chrX,21205310,21281171,CG32521,-
chrX,21217878,21218835,CG32523,+
chr2R,24114398,24116359,CG3253,+
chrX,19531851,19547482,CG32532,-
chrX,19474156,19479411,CG32533,-
chrX,19275004,19276898,CG32536,-
chrX,19273349,19276539,CG32537,-
chrX,18860284,18861964,CG32544,+
chrX,18443027,18479487,CG32547,-
chrX,18435719,18440581,CG32548,-
chrX,18390498,18410144,CG32549,-
chrX,18438868,18439260,CG32551,+
chrX,17851869,17852685,CG32554,-
chrX,17208436,17209063,CG32563,+
chrX,17206407,17207854,CG32564,+
chrX,16740906,16742918,CG32568,+
chr2R,24116792,24123263,CG3257,+
chrX,16721183,16726948,CG32572,+
chrX,16651376,16653275,CG32573,+
chrX,16285953,16288533,CG32576,-
chrX,16323286,16325768,CG32579,+
chrX,15796908,15799162,CG32581,-
chrX,15205807,15206636,CG32588,-
chrX,14838352,14839106,CG32590,-
chrX,14927202,14928944,CG32591,-
chrX,14243686,14246514,CG32599,+
chrX,14184561,14185807,CG32603,+
chr2L,22239916,22246988,CG3262,+
chrX,13756164,13756826,CG32625,-
chrX,13556472,13557866,CG32631,+
chrX,13561671,13563359,CG32633,+
chrX,13122876,13128794,CG32638,-
chrX,13235925,13236566,CG32639,-
chrX,13178005,13178523,CG32640,+
chrX,13184478,13184996,CG32641,+
chrX,12959220,12960790,CG32642,+
chrX,12984524,12985071,CG32643,+
chrX,13139199,13153462,CG32645,+
chrX,12771844,12784958,CG32647,-
chrX,12897503,12898669,CG32650,-
chrX,12404616,12408477,CG32651,-
chrX,12234562,12235877,CG32655,-
chrX,11156676,11159760,CG32668,-
chrX,10842697,10845081,CG32669,-
chrX,10366402,10367472,CG32679,-
chrX,10376651,10381352,CG32681,-
chrX,10410391,10454895,CG32683,-
chrX,10371717,10375316,CG32686,-
chrX,10482028,10487205,CG32687,-
chrX,9989690,10006882,CG32694,+
chrX,9872382,9874057,CG32695,-
chr2R,6693430,6695187,CG3270,+
chrX,9502826,9550838,CG32700,-
chrX,9087129,9088073,CG32706,+
chrX,9085932,9086864,CG32708,+
chrX,8433087,8433809,CG32712,-
chrX,8456837,8457632,CG32713,-
chrX,7778205,7779370,CG32718,+
chrX,7508651,7547992,CG32719,-
chrX,7535625,7536959,CG32720,-
chrX,7425220,7425743,CG32726,-
chrX,7407208,7407854,CG32727,+
chrX,7011357,7012137,CG32736,+
chrX,6194737,6196439,CG32750,-
chrX,6196580,6198654,CG32751,-
chrX,5950251,5951711,CG32755,+
chrX,5945682,5948353,CG32756,+
chrX,5500208,5501229,CG32762,-
chrX,5071027,5084768,CG32767,-
chr2L,3304100,3317418,CG3277,+
chrX,4909102,4915161,CG32772,+
chrX,2929796,2932626,CG32793,+
chrX,2782906,2790567,CG32795,-
chrX,2424925,2425855,CG32797,-
chrX,1902082,1903177,CG32801,-
chrX,1900699,1901911,CG32803,-
chrX,1789566,1790418,CG32806,+
chrX,1468693,1469817,CG32808,-
chrX,1673110,1692768,CG32809,-
chr3R,11960883,11962805,CG3281,-
chrX,1297984,1298387,CG32811,-
chrX,1287290,1288945,CG32812,+
chrX,1380914,1392843,CG32813,+
chrX,1019795,1026700,CG32814,-
chrX,932466,939424,CG32815,+
chrX,316576,470726,CG32816,-
chrX,479066,480166,CG32817,+
chrX,21617889,21621104,CG32819,-
chrX,21611797,21615239,CG32820,-
chr2L,6915581,6916445,CG32829,-
chr2L,16878326,16879290,CG32832,-
chr2R,22984273,22985334,CG32833,-
chr2R,22982542,22984293,CG32834,-
chr3L,271420,273391,CG32845,-
chr3L,2950174,2951618,CG32846,-
chr3L,15121572,15122301,CG32847,+
chr2L,3330928,3332876,CG3285,+
chr4,314923,331387,CG32850,+
chr3R,16078980,16080992,CG32855,-
chr3R,15964678,15965351,CG32856,-
chrX,21615449,21617617,CG32857,-
chr3L,20836182,20837153,CG3288,+
chr3R,9693079,9694461,CG32939,+
chr2L,4794549,4796581,CG3294,+
chr3R,4407227,4419578,CG32944,-
chr3R,4577939,4578644,CG32945,-
chr2R,21015594,21017446,CG3295,-
chr2L,14274821,14278002,CG32971,+
chr2L,9125737,9163721,CG32982,+
chr2L,8865850,8866670,CG32983,+
chr2L,8964957,8967035,CG32984,+
chr2L,8962533,8964620,CG32985,+
chr2L,8862776,8863743,CG32986,+
chr2L,8863811,8864847,CG32987,+
chr2L,8864864,8865692,CG32988,+
chr2L,4400953,4403142,CG33003,+
chr3R,21274243,21276249,CG3301,-
chr2R,12367353,12370886,CG33012,+
chr2R,16272114,16277655,CG33017,+
chr3L,17426286,17427130,CG33051,-
chr3L,21197411,21202882,CG33054,-
chr3L,21198261,21203232,CG33056,-
chr3L,8402168,8405277,CG33057,-
chr3L,9601523,9602548,CG3306,+
chr3L,16331040,16331767,CG33060,+
chr3L,16329795,16331227,CG33061,+
chr3L,19441719,19446444,CG33062,-
chr3R,21271078,21273817,CG3308,-
chrX,5708559,5717778,CG33080,-
chrX,5326675,5329347,CG3309,-
chr2L,14334158,14345795,CG33090,+
chr3R,22530694,22531922,CG33093,-
chr3R,25097672,25102146,CG33095,+
chr3R,25097672,25102146,CG33096,+
chr3R,12387188,12388794,CG33098,+
chr3R,22528920,22530572,CG33099,-
chr3R,22583352,22584718,CG33107,-
chr3R,23995659,23997544,CG33108,+
chr3R,14220560,14221584,CG33109,-
chr3R,22570188,22580392,CG33110,+
chr3R,23801714,23819237,CG33111,-
chr2L,19533479,19537363,CG33116,+
chr2L,18841400,18844579,CG33120,-
chr2L,2206525,2209102,CG33124,-
chr2L,2648360,2652414,CG33125,-
chr2L,322101,323091,CG33127,+
chr2L,1494070,1495456,CG33128,+
chr2L,10964905,10970275,CG33129,-
chr2R,18664449,18665792,CG33136,-
chr2R,13175395,13176075,CG33137,+
chr2R,7178390,7180730,CG33140,+
chr2R,22614328,22634084,CG33143,+
chr2R,10740054,10798709,CG33144,-
chr2R,13954195,13955664,CG33155,+
chr2R,13548244,13553240,CG33156,-
chr3L,16419597,16496560,CG33158,+
chr3L,3203675,3204448,CG33159,-
chr3L,3205539,3206363,CG33160,-
chr3L,22863864,22864496,CG33169,+
chr3L,22864600,22867535,CG33170,+
chrX,15769664,15772985,CG33172,+
chrX,15081367,15082369,CG33177,+
chrX,15082827,15084017,CG33178,+
chrX,8489348,8517029,CG33181,+
chr3R,8780113,8780789,CG33189,-
chr3R,8778379,8779923,CG33191,-
chr2R,8947681,8951086,CG33199,-
chr3R,28870606,28887709,CG33203,-
chr3R,27918182,27919460,CG33213,-
chr3L,23126025,23132209,CG33217,+
chrX,8465690,8483885,CG33223,-
chr2R,21590275,21591584,CG33225,+
chr2R,21538250,21539293,CG33226,-
chr2R,24668411,24669330,CG33228,-
chr3L,223852,225605,CG33229,+
chrX,5302988,5305691,CG3323,-
chr3L,1618414,1620397,CG33230,+
chr3L,2659639,2661501,CG33233,+
chr3L,2661622,2663622,CG33234,+
chrX,11486546,11491573,CG33235,-
chrX,16896215,16897187,CG33252,-
chrX,19183421,19187278,CG33253,+
chr3L,16346323,16347620,CG33257,+
chr3L,16082551,16083638,CG33258,+
chr3L,15407832,15408267,CG33259,+
chr3L,13136269,13137066,CG33262,+
chr3L,13423320,13424168,CG33263,-
chr3L,11564483,11572796,CG33267,+
chr3L,11590872,11591231,CG33268,-
chr3L,11581415,11582197,CG33269,-
chr3L,11578236,11578623,CG33270,-
chr3L,11577006,11577495,CG33271,-
chr3L,11510323,11510589,CG33272,-
chr3L,7450853,7452159,CG33278,+
chr2R,24162489,24173660,CG3328,+
chr2L,3324237,3326637,CG33281,+
chr2L,3327903,3329792,CG33282,+
chr3L,21123753,21124884,CG33284,+
chr3L,21088223,21088989,CG33285,-
chr3L,20970812,20974700,CG33286,-
chr3L,20966766,20970663,CG33287,-
chr3L,21427790,21433066,CG33288,+
chr3L,21542359,21543012,CG33290,+
chr3R,5240014,5240735,CG33293,-
chr2L,7713998,7716645,CG33296,-
chr2L,9495474,9520696,CG33298,+
chr2L,9656600,9657424,CG33299,+
chr3R,27329693,27330882,CG3330,-
chr2L,10049580,10051201,CG33301,+
chr2L,10373369,10375757,CG33303,-
chr2L,13842888,13843742,CG33306,-
chr2L,13839262,13841520,CG33307,-
chr2L,14802334,14803293,CG33308,+
chr2L,14810761,14812599,CG33309,+
chr2L,15026882,15029513,CG33310,+
chr2L,20814337,20816240,CG33322,-
chr3R,8678954,8680034,CG33325,-
chr3R,14886456,14887739,CG33331,+
chr3R,14886456,14889146,CG33332,+
chr3R,17417467,17418042,CG33333,+
chr3R,23590141,23592769,CG33337,-
chr3R,24361847,24363142,CG33339,+
chr3R,24363138,24364289,CG33340,+
chr3R,24368358,24369419,CG33341,+
chr3R,24376865,24377705,CG33342,+
chr3R,28669233,28670452,CG33346,+
chr3L,9624237,9627321,CG3335,+
chr3R,21220704,21223584,CG3337,-
chr3R,27294286,27322325,CG3339,-
chrX,6526106,6527888,CG3342,-
chr2L,269088,271626,CG3345,+
chr2R,19252501,19253228,CG33453,-
chr2R,19251027,19251666,CG33454,-
chr2R,16486674,16487801,CG33458,+
chr2R,16488053,16489182,CG33459,+
chr2R,15694092,15695232,CG33460,+
chr2R,15695386,15696478,CG33461,+
chr2R,15696794,15698010,CG33462,+
chr2R,15895829,15896427,CG33463,-
chr2R,15819114,15821114,CG33465,-
chr2R,15055503,15056241,CG33467,-
chr2R,14606307,14606980,CG33468,-
chr2R,14605652,14606302,CG33469,-
chr2L,3269437,3271806,CG3347,+
chr2R,13411739,13413085,CG33470,+
chr2R,10421706,10422989,CG33474,+
chr2R,10410770,10411213,CG33475,-
chr2R,10409985,10410570,CG33476,-
chr2R,10409155,10409751,CG33477,-
chr3R,27291535,27292209,CG3348,-
chr3R,30900718,30902161,CG33483,-
chr3L,11574764,11577044,CG33489,-
chr3L,14979620,14982432,CG3349,+
chr3L,11572797,11574663,CG33490,-
chr3L,10692530,10693167,CG33493,-
chr3R,25493481,25495161,CG33494,-
chr3L,11508637,11508903,CG33500,+
chrX,21609357,21611526,CG33502,-
chr2R,14857447,14858640,CG33506,-
chr2L,21084605,21086506,CG33509,-
chr2L,21082643,21084326,CG33510,-
chr2L,21081127,21082494,CG33511,-
chr3L,4365434,4366671,CG33514,+
chr4,1185768,1192985,CG33521,+
chr3L,5923862,5930120,CG33523,+
chr2L,1997102,2006313,CG33543,-
chr2L,4651403,4652892,CG3355,+
chr2L,16682503,16683290,CG33552,+
chrX,10009210,10010049,CG33557,+
chr2R,24197824,24202187,CG3356,+
chr2R,6923366,6924929,CG3358,+
chr2R,12410079,12410696,CG33626,+
chr2R,12411011,12411678,CG33627,+
chr3R,10062624,10063327,CG33630,+
chr3R,10064007,10064645,CG33631,+
chr2R,12522023,12522731,CG33632,+
chr2L,157836,158664,CG33635,-
chrX,18210812,18226076,CG33639,-
chr2L,13527841,13528537,CG33640,+
chr2L,13529042,13529821,CG33641,+
chr2L,13529975,13530736,CG33642,+
chr2L,13531074,13531662,CG33643,+
chr2L,13532085,13532636,CG33644,+
chr2L,13532824,13533454,CG33645,+
chr3L,19236360,19237057,CG33647,+
chr2L,14524312,14525656,CG33648,+
chr3R,9582515,9583222,CG33654,-
chr2R,21317793,21320017,CG33655,-
chr3R,24840509,24841163,CG33658,-
chrX,6384220,6384899,CG33664,+
chrX,6478138,6478849,CG33665,-
chrX,6476243,6476967,CG33666,-
chrX,6471673,6472378,CG33667,-
chrX,6418760,6419434,CG33668,-
chrX,6399455,6400100,CG33669,-
chr2R,12634166,12636141,CG33671,-
chr2R,12634166,12636141,CG33672,-
chr2L,1945815,1946728,CG33673,-
chr2L,15058303,15059120,CG33679,+
chr3R,27283780,27287448,CG3368,+
chr2R,25249007,25250316,CG33680,-
chr3L,16197868,16198852,CG33687,+
chr3L,16199220,16199926,CG33688,+
chr3L,16200229,16200926,CG33689,+
chr3L,16201328,16202032,CG33690,+
chr2L,11278021,11279982,CG33695,+
chr3L,9514119,9525544,CG33700,-
chr3L,9512797,9513409,CG33702,-
chr3L,9512008,9512660,CG33703,-
chr2R,20950102,20951094,CG33704,+
chr3L,19951954,19952790,CG33710,-
chr3R,22331069,22331801,CG33721,+
chr3R,8244055,8248054,CG33722,+
chr2L,9440011,9440740,CG33723,-
chr3L,12482609,12486446,CG33725,+
chr2R,12545689,12546301,CG33752,+
chr2R,9454297,9454948,CG33757,-
chr2R,9453409,9454055,CG33758,-
chr2R,24258013,24265213,CG3376,+
chr3L,4266789,4267503,CG33764,-
chr3L,22645627,22646236,CG33766,+
chr3L,22646307,22646959,CG33767,+
chr3L,22647163,22647748,CG33768,+
chr3L,22647927,22648519,CG33769,+
chr3L,22648672,22649287,CG33770,+
chr3L,22649396,22649988,CG33771,+
chr3L,22651855,22652525,CG33772,-
chr3R,31035346,31036124,CG33773,+
chr2R,9399753,9400329,CG33774,-
chr2R,12564224,12564901,CG33775,-
chr3L,4554537,4555236,CG33777,-
chr3R,10066770,10067567,CG33783,+
chr3R,10067905,10068572,CG33784,+
chr2R,20642466,20643785,CG33785,-
chr2R,20642466,20643785,CG33786,-
chr3L,1602954,1617355,CG33791,+
chr2R,12632674,12633454,CG33792,+
chr3L,16170729,16171380,CG33795,-
chr3L,16169455,16170106,CG33796,-
chr2R,12993897,12994622,CG33798,+
chr3L,680436,682470,CG3386,-
chr3L,20754976,20755685,CG33912,-
chr2R,7036768,7039050,CG33914,-
chr2R,6623832,6624577,CG33919,-
chr3R,31044391,31045105,CG33920,-
chr2L,1343443,1344171,CG33922,-
chr2L,1341365,1342095,CG33923,-
chr3L,9443232,9446388,CG33926,+
chr3R,4689951,4690608,CG33927,-
chr2L,17435891,17436600,CG33928,-
chrX,19744431,19745898,CG33932,+
chr3R,20042757,20048716,CG33934,+
chrX,19171077,19174900,CG33939,-
chr4,467497,471476,CG33941,+
chr3L,6220578,6220949,CG33946,+
chr3L,11096496,11098556,CG33947,+
chr2R,18184382,18192851,CG33958,-
chr2R,12182639,12185506,CG33964,+
chr3L,1232882,1234015,CG33965,+
chr3L,1234130,1235420,CG33966,+
chr3L,20391685,20393553,CG33969,-
chr3R,11983098,11984541,CG3397,-
chr3R,26318355,26362588,CG33970,+
chr3R,13402559,13403051,CG33977,-
chr4,157575,175639,CG33978,-
chr2R,17773964,17781930,CG33981,-
chr3L,15525891,15526812,CG33985,-
chr3L,15524325,15525253,CG33986,-
chr3L,5933036,5950658,CG33993,-
chr2L,5043270,5048365,CG33995,+
chr2R,18738492,18739143,CG33998,+
chr3L,10631079,10634612,CG34001,+
chr3L,17858474,17860482,CG34002,+
chr2R,18048108,18048909,CG34005,+
chr2L,20495030,20495758,CG34007,+
chr3R,20580683,20581522,CG34008,-
chr2L,5716701,5718067,CG34011,+
chr3L,11108820,11109505,CG34012,-
chrX,16447568,16448302,CG34015,-
chr3L,651542,652881,CG3402,-
chr2R,12336890,12337718,CG34021,+
chr3L,2959722,2961049,CG34025,-
chrX,9533818,9534625,CG34026,+
chr3R,25103670,25109032,CG34027,-
chrX,9511524,9512162,CG34028,+
chr2R,21970767,21971285,CG34029,-
chr3L,7073476,7075247,CG34030,-
chr3L,23174446,23185750,CG34031,+
chr2R,9820563,9821186,CG34033,+
chr3R,21738345,21739110,CG34034,-
chr2R,25167659,25169855,CG34038,+
chr3L,14560000,14562613,CG34039,+
chr2R,21832501,21833551,CG34040,-
chr3R,30508023,30510146,CG34041,+
chr2L,10278951,10280872,CG34043,-
chr2R,19330889,19335188,CG34045,+
chr2L,2264231,2265321,CG34049,-
chr2L,19960069,19961030,CG34051,-
chr2R,11409810,11410438,CG34054,-
chr3L,895951,897364,CG34056,+
chr3L,897380,898772,CG34057,+
chr2L,3810801,3813410,CG3407,-
chr3L,9506818,9509583,CG3408,-
chr2R,23749318,23749891,CG34105,-
chr2L,17131024,17173118,CG34106,+
chr3R,10224909,10225587,CG34107,+
chr2L,10094088,10125736,CG34109,+
chr3R,4391711,4394259,CG34112,-
chr2R,20975488,20976934,CG34115,+
chr3L,19805241,19806036,CG34116,-
chr3R,9399570,9400053,CG34117,-
chrX,21123634,21140951,CG34120,+
chr2L,4958411,4965430,CG34124,+
chr2L,4965673,4966399,CG34125,+
chr2L,4981614,4992702,CG34126,+
chr3R,26190234,26191205,CG34129,-
chr3R,26189004,26189977,CG34130,-
chr2L,7885503,7886109,CG34132,+
chr3R,29869365,29875159,CG34133,+
chr2L,8190297,8190781,CG34134,-
chr3R,8749206,8768191,CG34135,-
chr2L,21096922,21098932,CG34136,+
chr3R,19634949,19635879,CG34138,+
chr3L,182522,184424,CG34140,-
chr2R,9260278,9263971,CG34141,-
chr3R,21877870,21878686,CG34148,-
chr3R,22380128,22381253,CG34149,+
chr3R,24814262,24814930,CG34150,+
chr3R,30554554,30560199,CG34155,-
chr2L,10202520,10204317,CG34159,-
chr2L,10579753,10580324,CG34160,+
chr2L,10580957,10581702,CG34161,-
chr2L,11531820,11533756,CG34162,+
chr2L,11988270,11988801,CG34163,+
chr2L,12056348,12058251,CG34164,+
chr2L,14713750,14714526,CG34165,+
chr2L,14743193,14743879,CG34166,+
chr2L,16002981,16003641,CG34167,-
chr2L,16134714,16135272,CG34168,-
chr2L,17173481,17174105,CG34169,+
chr2L,17311468,17311820,CG34170,-
chr2L,18378591,18379909,CG34171,+
chr2L,2192525,2197912,CG34172,-
chr2L,22053834,22054302,CG34173,-
chr2L,2214266,2215167,CG34174,+
chr2L,3398023,3398684,CG34175,+
chr2L,4004080,4004480,CG34176,+
chr2L,4433908,4435057,CG34177,+
chr2L,4433908,4435057,CG34178,+
chr2L,6046651,6048706,CG34179,-
chr2L,6060510,6060938,CG34180,+
chr2L,9367640,9368434,CG34181,+
chr2L,9890061,9890772,CG34183,-
chr2R,14365656,14366658,CG34184,+
chr2R,14373829,14374395,CG34185,-
chr2R,15427091,15428023,CG34188,-
chr2R,16754444,16754925,CG34189,+
chr2R,16946455,16947554,CG34190,-
chr2R,17508995,17511394,CG34193,+
chr2R,17544190,17545045,CG34194,+
chr2R,17733238,17734483,CG34195,+
chr2R,18109985,18110494,CG34196,+
chr2R,19682446,19682977,CG34198,-
chr2R,20287596,20288346,CG34199,+
chr2R,6756296,6757209,CG3420,-
chr2R,5757662,5758067,CG34200,+
chr2R,20750914,20752135,CG34201,+
chr2R,20752586,20753739,CG34202,+
chr2R,21281063,21281656,CG34203,-
chr2R,21796395,21796941,CG34204,+
chr2R,22130112,22131299,CG34205,-
chr2R,22163738,22164594,CG34206,-
chr2R,22329195,22329720,CG34207,-
chr2R,22333126,22333505,CG34208,+
chr2R,23351518,23352144,CG34210,+
chr2R,6047195,6047392,CG34211,+
chr2R,6049874,6050286,CG34212,-
chr2R,23967124,23967745,CG34213,-
chr2R,24665427,24666022,CG34214,-
chr2R,6831296,6831793,CG34215,-
chr2R,7703506,7705095,CG34216,-
chr2R,8227990,8228727,CG34217,-
chr2R,8917708,8918877,CG34219,-
chr2R,10041065,10043507,CG34220,-
chr2R,10197136,10199711,CG34221,-
chr2R,10319844,10320500,CG34222,-
chr2R,11235860,11236204,CG34223,+
chr2R,11237172,11237644,CG34224,-
chr2R,11245406,11245995,CG34225,+
chr2R,11248126,11248610,CG34227,+
chr2R,11651857,11652339,CG34228,+
chr2R,11841608,11842164,CG34229,+
chr2R,11861310,11862015,CG34230,+
chr2R,11986008,11987653,CG34231,+
chr2R,12164909,12165812,CG34232,-
chr2R,12486719,12487391,CG34234,-
chr2R,13209809,13212237,CG34235,-
chr2R,13604495,13605655,CG34236,-
chr3L,10626499,10627439,CG34238,+
chr3L,12127979,12128461,CG34241,+
chr3L,12533996,12534403,CG34242,+
chr3L,14235053,14235941,CG34244,-
chr3L,14893734,14894416,CG34245,-
chr3L,16261185,16261605,CG34247,-
chr3L,16270369,16270902,CG34248,-
chr3L,17476222,17477103,CG34250,+
chr3L,17671622,17683581,CG34251,+
chr3L,18086674,18087320,CG34253,-
chr3L,18988736,18989815,CG34256,-
chr3L,19951235,19951968,CG34258,-
chr3L,2026991,2028326,CG34259,+
chr3L,20714100,20715158,CG34260,+
chr3L,21196831,21197738,CG34261,+
chr3L,265595,265908,CG34263,-
chr3L,3268461,3268994,CG34265,+
chr3L,4677832,4678233,CG34266,+
chr3L,500014,500451,CG34267,-
chr3L,500965,501400,CG34268,+
chr3L,528337,528996,CG34269,+
chr3R,14517042,14517487,CG34273,+
chr3R,15731746,15732694,CG34274,+
chr3R,15925629,15927577,CG34276,+
chr3R,5369540,5371744,CG34277,+
chr3R,17120465,17120808,CG34278,+
chr3R,17402362,17403288,CG34279,-
chr3R,17403272,17403718,CG34280,-
chr3R,17612887,17613404,CG34281,+
chr3R,18695252,18695995,CG34282,+
chr3R,18721967,18722590,CG34283,-
chr3R,18902338,18902933,CG34284,-
chr3R,19715186,19715927,CG34286,-
chr3R,5853332,5854282,CG34287,+
chr3R,22446763,22447263,CG34288,-
chr3R,23506908,23507476,CG34289,-
chr3R,24288553,24289818,CG34290,-
chr3R,26425290,26425781,CG34291,-
chr3R,27062216,27063059,CG34292,+
chr3R,27164708,27165575,CG34293,-
chr3R,28789617,28790483,CG34295,+
chr3R,29722538,29723013,CG34296,+
chr3R,6747068,6748007,CG34297,-
chr3R,29999795,30000403,CG34298,+
chr3R,30249583,30250661,CG34299,+
chr2L,6957008,6959104,CG3430,+
chr3R,30305808,30306640,CG34300,-
chr3R,8773435,8773810,CG34301,+
chr3R,9822999,9823823,CG34302,-
chr3R,10151153,10151880,CG34303,-
chr3R,4242785,4243146,CG34305,-
chr3R,11897582,11898419,CG34307,+
chr3R,13089242,13090081,CG34308,+
chr3R,13372630,13373326,CG34309,+
chr2L,6663664,6674780,CG34310,+
chr2R,13209809,13212237,CG34312,-
chr2L,16879517,16886319,CG34313,+
chr2R,13202728,13206547,CG34315,-
chr3R,15230585,15231686,CG34316,+
chrX,12070437,12071263,CG34323,+
chrX,13456534,13457663,CG34324,-
chrX,16714449,16721411,CG34325,-
chrX,17222968,17223815,CG34327,-
chrX,18399569,18400065,CG34328,-
chrX,19068275,19068973,CG34330,-
chrX,20122453,20125271,CG34331,+
chrX,20141010,20141476,CG34332,+
chrX,22872812,22875367,CG34334,+
chrX,7417253,7417693,CG34337,+
chrX,7768737,7769161,CG34338,+
chr3L,9459369,9460799,CG3434,-
chr3L,5503528,5510860,CG34342,-
chr2L,6623112,6625359,CG34345,+
chr3R,31311157,31371748,CG34347,+
chrX,11339873,11344734,CG34348,+
chr2L,4694721,4722465,CG34351,+
chr3R,27767966,27905843,CG34353,-
chr3R,28146880,28240526,CG34354,+
chr3R,23803859,23859167,CG34355,+
chr3R,4491943,4558067,CG34357,-
chr2L,156029,157666,CG3436,+
chr2L,10347851,10353905,CG34367,-
chr3L,9456342,9457669,CG3437,-
chr2R,21987068,22039559,CG34370,-
chr3R,23000139,23010562,CG34375,-
chr3R,22448099,22460749,CG34376,+
chr3R,22308663,22324094,CG34377,-
chr3L,9878985,9884493,CG34382,+
chr3R,7814361,7855392,CG34384,+
chr2R,18062415,18093628,CG34386,+
chr2L,3175112,3200496,CG34393,-
chr2R,21092222,21101453,CG34396,+
chr2L,8898786,8933594,CG34398,+
chrX,18863950,18884075,CG34401,+
chr3R,12386249,12402902,CG34402,+
chr3R,15363786,15367665,CG34404,-
chrX,10220110,10230088,CG34408,+
chr3R,9742877,9746367,CG34409,-
chrX,6540771,6589173,CG34417,+
chr2R,23358612,23359204,CG34423,+
chr3R,4504612,4506365,CG34425,-
chr3L,8802463,8803599,CG34426,+
